county,year,Schulabgänger_mit_allgemeiner_Hochschulreife_inkar,Ausländeranteil_inkar
3355,2010,30.2,5.37
3355,2011,46.75,3.61
3355,2012,33.2,3.75
3355,2013,35.08,4.02
3355,2014,35.75,4.5
3355,2015,38.82,5.83
3355,2016,38.5,6.31
3355,2017,37.41,6.63
3355,2018,39.05,6.74
3355,2019,39.13,6.81
3355,2020,7.25,6.86
3355,2021,,
3356,1995,22.77,4.3
3356,1996,22.36,4.44
3356,1997,22.28,4.51
3356,1998,22.14,4.35
3356,1999,21.41,4.45
3356,2000,19.46,4.46
3356,2001,18.17,4.45
3356,2002,18.73,4.45
3356,2003,19.28,4.39
3356,2004,14.99,4.4
3356,2005,20.02,4.35
3356,2006,19.73,4.32
3356,2007,23.41,4.3
3356,2008,22.3,4.24
3356,2009,26.53,4.17
3356,2010,29.84,4.22
3356,2011,43.74,3.26
3356,2012,33.9,3.44
3356,2013,30.33,3.7
3356,2014,31.75,4.17
3356,2015,34.58,5.75
3356,2016,35.38,5.19
3356,2017,34.19,5.33
3356,2018,38.95,5.49
3356,2019,35.74,5.62
3356,2020,12.99,5.81
3356,2021,,
3357,1995,16.66,4.64
3357,1996,17.84,4.83
3357,1997,14.59,4.92
3357,1998,16.06,4.62
3357,1999,16.17,4.79
3357,2000,16.5,4.93
3357,2001,15.46,4.93
3357,2002,15.06,4.85
3357,2003,13.73,4.83
3357,2004,12.3,4.82
3357,2005,16.85,4.79
3357,2006,15.71,4.78
3357,2007,18.03,4.77
3357,2008,15.73,4.69
3357,2009,20.59,4.61
3357,2010,24.05,4.6
3357,2011,37.63,3.57
3357,2012,26.9,3.74
3357,2013,25.87,4.07
3357,2014,26.02,4.48
3357,2015,27.61,5.63
3357,2016,31.07,5.9
3357,2017,29.85,6.02
3357,2018,28.12,6.23
3357,2019,30.4,6.52
3357,2020,1.08,6.79
3357,2021,,
3358,1995,19.33,5.53
3358,1996,19.82,5.61
3358,1997,18.8,5.7
3358,1998,18.13,5.44
3358,1999,16.71,5.49
3358,2000,16.89,5.37
3358,2001,15.24,5.31
3358,2002,15.07,5.29
3358,2003,13.37,5.17
3358,2004,13.05,5.16
3358,2005,17.55,5.15
3358,2006,15.58,5.16
3358,2007,17.76,5.09
3358,2008,17.6,4.93
3358,2009,21.98,4.89
3358,2010,23.69,5
3358,2011,35.1,3.75
3358,2012,23.83,4.02
3358,2013,25.22,4.38
3358,2014,27.77,4.9
3358,2015,29.63,7.91
3358,2016,28.1,7.86
3358,2017,31.65,7.71
3358,2018,28.3,8.32
3358,2019,29.77,8.99
3358,2020,5.08,9.13
3358,2021,,
3359,1995,16.42,5.48
3359,1996,18.47,5.53
3359,1997,17.05,5.61
3359,1998,16.62,5.12
3359,1999,15.08,5.07
3359,2000,16.66,4.86
3359,2001,16.44,5.01
3359,2002,15.54,5.07
3359,2003,14.02,5.08
3359,2004,13,5.02
3359,2005,16.41,5.08
3359,2006,15.36,5.17
3359,2007,16.94,5.2
3359,2008,19.72,5.11
3359,2009,22.82,5.11
3359,2010,23.99,5.15
3359,2011,36.85,4.79
3359,2012,26.28,4.91
3359,2013,26.61,5.38
3359,2014,27.14,5.8
3359,2015,27.91,6.97
3359,2016,26.71,7.78
3359,2017,28.68,7.97
3359,2018,29.12,8.52
3359,2019,30.16,8.84
3359,2020,8.95,9.05
3359,2021,,
3360,1995,20.96,5.05
3360,1996,18.9,5.17
3360,1997,19.16,5.29
3360,1998,17.28,5.07
3360,1999,18.5,5.07
3360,2000,14.08,4.92
3360,2001,16.46,5.1
3360,2002,14.79,5.17
3360,2003,17.38,5.14
3360,2004,11.85,5.12
3360,2005,15.59,5.11
3360,2006,17.97,5.04
3360,2007,21.4,5.07
3360,2008,20.26,4.95
3360,2009,27.67,4.87
3360,2010,25.36,4.94
3360,2011,39.25,2.66
3360,2012,26.98,2.79
3360,2013,25.81,3.12
3360,2014,25.25,3.68
3360,2015,31.96,4.83
3360,2016,28.85,5.11
3360,2017,30.7,5.48
3360,2018,29.68,5.75
3360,2019,29.07,5.94
3360,2020,6.06,6.17
3360,2021,,
3361,1995,26.43,6.88
3361,1996,23.66,6.91
3361,1997,21.14,7.04
3361,1998,23.41,6.27
3361,1999,23,6.45
3361,2000,21.53,6.44
3361,2001,22.16,6.33
3361,2002,21.68,6.27
3361,2003,21.54,6.19
3361,2004,15.36,6.04
3361,2005,21.89,5.9
3361,2006,23.21,5.81
3361,2007,23.58,5.71
3361,2008,21.9,5.65
3361,2009,29.26,5.58
3361,2010,27.55,5.6
3361,2011,40.94,4.68
3361,2012,30.81,4.77
3361,2013,29.41,4.89
3361,2014,30.19,5.23
3361,2015,35.25,5.95
3361,2016,33.93,6.96
3361,2017,33.36,7.22
3361,2018,35.97,7.48
3361,2019,35.82,7.62
3361,2020,6.25,7.8
3361,2021,,
3401,1995,15.22,9.58
3401,1996,19.29,10.04
3401,1997,19.54,10.56
3401,1998,15.62,9.03
3401,1999,16.15,9.07
3401,2000,16.1,8.93
3401,2001,15.97,9.04
3401,2002,17.49,9.04
3401,2003,17.02,9.07
3401,2004,10.91,8.98
3401,2005,17.36,8.93
3401,2006,20.32,8.66
3401,2007,19.61,8.46
3401,2008,19.35,8.41
3401,2009,23.44,8.33
3401,2010,20.82,8.34
3401,2011,33.7,7.29
3401,2012,27.47,7.73
3401,2013,26.27,8.38
3401,2014,30.92,9.5
3401,2015,29.25,11.58
3401,2016,26.28,13.27
3401,2017,26.92,14.64
3401,2018,30.17,15.47
3401,2019,31.53,16
3401,2020,7.66,16.61
3401,2021,,
3402,1995,26.68,5.71
3402,1996,27.16,5.94
3402,1997,26.61,6.26
3402,1998,22.19,6.04
3402,1999,29.46,6.31
3402,2000,25.76,6.22
3402,2001,26.4,6.53
3402,2002,21.16,6.63
3402,2003,21.28,6.74
3402,2004,22.57,7.05
3402,2005,21.53,7.12
3402,2006,27.08,7.09
3402,2007,25.85,7.06
3402,2008,27.61,6.79
3402,2009,30.54,6.47
3402,2010,30.41,6.59
3402,2011,45.93,4.29
3402,2012,29.57,4.86
3402,2013,28.75,5.54
3402,2014,31.57,6.38
3402,2015,36.95,7.86
3402,2016,37.64,8.74
3402,2017,31.99,9.71
3402,2018,31.58,9.91
3402,2019,38.93,10.24
3402,2020,8.49,10.87
3402,2021,,
3403,1995,33.29,6.56
3403,1996,32.2,6.95
3403,1997,34.1,7.31
3403,1998,31,7.1
3403,1999,36.92,7.11
3403,2000,32.5,7.22
3403,2001,31.5,7.47
3403,2002,33.31,7.98
3403,2003,31.54,7.88
3403,2004,25.11,7.43
3403,2005,34.67,7.54
3403,2006,33.48,7.46
3403,2007,36.92,7.56
3403,2008,34.82,7.38
3403,2009,38.84,7.25
3403,2010,41.46,7.37
3403,2011,51.83,5.58
3403,2012,45.55,5.98
3403,2013,43.28,6.28
3403,2014,46.26,6.65
3403,2015,48.73,7.92
3403,2016,51.17,8.68
3403,2017,46.59,9.31
3403,2018,47.37,9.8
3403,2019,52.2,10.3
3403,2020,26.9,10.81
3403,2021,,
3404,1995,33.87,9.19
3404,1996,32.25,9.52
3404,1997,32.5,9.8
3404,1998,30.61,8.96
3404,1999,31.37,8.98
3404,2000,30.6,8.74
3404,2001,31.67,8.67
3404,2002,30.23,8.74
3404,2003,31.29,8.88
3404,2004,25.27,8.71
3404,2005,35.6,8.55
3404,2006,36.36,8.27
3404,2007,38.32,8.21
3404,2008,34.81,8.15
3404,2009,40.9,8
3404,2010,39.23,8.05
3404,2011,51.8,8.67
3404,2012,40.5,9.05
3404,2013,42.24,9.36
3404,2014,40.69,9.92
3404,2015,46.39,11.34
3404,2016,41.62,12.31
3404,2017,43.74,12.71
3404,2018,43.96,13.04
3404,2019,43.69,13.44
3404,2020,21.98,13.69
3404,2021,,
3405,1995,26.53,6.32
3405,1996,27.31,6.53
3405,1997,28.49,6.58
3405,1998,27.89,5.85
3405,1999,25.1,5.96
3405,2000,22.77,5.65
3405,2001,24.97,5.64
3405,2002,23.67,5.47
3405,2003,24.01,5.58
3405,2004,19.33,5.35
3405,2005,22.54,5.24
3405,2006,22.39,5.11
3405,2007,24.23,5.35
3405,2008,23.84,5.32
3405,2009,25.45,5.53
3405,2010,27.95,6.16
3405,2011,39.79,4.2
3405,2012,30.25,4.24
3405,2013,33.86,4.09
3405,2014,34.12,4.52
3405,2015,36.96,6.05
3405,2016,37.57,7.22
3405,2017,34.3,8.49
3405,2018,32.09,9.25
3405,2019,35.23,9.76
3405,2020,22.12,9.98
3405,2021,,
3451,1995,21.98,3.64
3451,1996,20.61,3.74
3451,1997,19.14,3.73
3451,1998,17.48,3.53
3451,1999,18.97,3.55
3451,2000,18.82,3.44
3451,2001,17.27,3.48
3451,2002,18.89,3.55
3451,2003,18.99,3.57
3451,2004,12.27,3.45
3451,2005,16.29,3.44
3451,2006,16.92,3.45
3451,2007,20.76,3.45
3451,2008,16.86,3.42
3451,2009,19.61,3.47
3451,2010,20.57,3.51
3451,2011,35.41,2.9
3451,2012,29.55,3.15
3451,2013,24.5,3.28
3451,2014,24.87,3.65
3451,2015,24.87,4.49
3451,2016,24.41,5.32
3451,2017,26.07,5.63
3451,2018,27.87,5.97
3451,2019,25.17,6.25
3451,2020,0,6.42
3451,2021,,
3452,1995,16.79,3.23
3452,1996,18.48,3.38
3452,1997,15.92,3.38
3452,1998,14.41,3.32
3452,1999,15.94,3.48
3452,2000,15.57,3.44
3452,2001,15.43,3.53
3452,2002,15.5,3.52
3452,2003,13.54,3.49
3452,2004,12.26,3.44
3452,2005,14.1,3.42
3452,2006,14.87,3.46
3452,2007,18.09,3.45
3452,2008,17.6,3.23
3452,2009,19.28,3.16
3452,2010,21.72,3.21
3452,2011,30.88,2.54
3452,2012,22.78,2.7
3452,2013,20.85,3.14
3452,2014,23.37,3.76
3452,2015,25.19,4.57
3452,2016,24.46,5.24
3452,2017,26.81,5.38
3452,2018,27.09,5.55
3452,2019,28.8,5.5
3452,2020,10.57,5.56
3452,2021,,
3453,1995,15.53,3.69
3453,1996,13.89,3.85
3453,1997,15.06,4.04
3453,1998,13.12,3.47
3453,1999,13.14,3.73
3453,2000,13.72,3.79
3453,2001,12.18,3.88
3453,2002,11.75,3.92
3453,2003,10.24,4.08
3453,2004,12.01,4.3
3453,2005,14.6,4.55
3453,2006,14.63,4.64
3453,2007,15.77,4.85
3453,2008,14.85,5.12
3453,2009,16.52,5.28
3453,2010,19.45,5.62
3453,2011,31.73,5.23
3453,2012,18.87,5.73
3453,2013,16.57,6.03
3453,2014,18.39,7.13
3453,2015,20.92,8.49
3453,2016,20.98,9.21
3453,2017,19.69,10.08
3453,2018,20.02,10.69
3453,2019,18.23,11.13
3453,2020,0.06,11.82
3453,2021,,
3454,1995,22.52,4.62
3454,1996,23.52,4.71
3454,1997,21.77,4.72
3454,1998,21.04,4.26
3454,1999,20.75,4.32
3454,2000,18.96,4.3
3454,2001,19.57,4.44
3454,2002,18.71,4.64
3454,2003,17.34,4.85
3454,2004,15.78,5.06
3454,2005,21.85,5.24
3454,2006,21.82,5.72
3454,2007,22.17,6.14
3454,2008,21.27,6.36
3454,2009,23.71,6.47
3454,2010,23.58,6.74
3454,2011,37.53,5.8
3454,2012,23.81,6.4
3454,2013,23.96,6.86
3454,2014,23.07,7.56
3454,2015,26.26,8.93
3454,2016,25.37,9.7
3454,2017,26.31,10.34
3454,2018,26.74,10.93
3454,2019,28.48,11.25
3454,2020,0,11.5
3454,2021,,
3455,1995,19.98,3.56
3455,1996,18.75,3.69
3455,1997,18.18,3.71
3455,1998,18.69,3.54
3455,1999,15.53,3.53
3455,2000,17.63,3.44
3455,2001,13.43,3.42
3455,2002,12.48,3.34
3455,2003,11.79,3.34
3455,2004,11.9,3.29
3455,2005,11.19,3.24
3455,2006,15.34,3.26
3455,2007,16.15,3.23
3455,2008,13.99,3.16
3455,2009,15.96,3.17
3455,2010,17.07,3.12
3455,2011,29.34,2.23
3455,2012,20.32,2.2
3455,2013,20,2.35
3455,2014,19.18,2.57
3455,2015,24.11,3.57
3455,2016,23.15,4.29
3455,2017,23.48,4.25
3455,2018,22.48,4.25
3455,2019,27.66,4.22
3455,2020,10.6,4.28
3455,2021,,
3456,1995,15.36,8.3
3456,1996,16.6,8.38
3456,1997,16.5,8.41
3456,1998,16.81,7.53
3456,1999,16.17,7.68
3456,2000,14.67,7.74
3456,2001,17.39,8.3
3456,2002,16.17,8.95
3456,2003,16.37,9.54
3456,2004,12.78,10.05
3456,2005,16.94,10.5
3456,2006,17.79,10.88
3456,2007,22.33,11.3
3456,2008,19.55,11.67
3456,2009,20.4,11.84
3456,2010,23.51,11.92
3456,2011,36.7,10.96
3456,2012,24.92,11.42
3456,2013,20.94,11.74
3456,2014,25.93,12.35
3456,2015,25.84,13.46
3456,2016,26.68,13.81
3456,2017,26.04,14.1
3456,2018,27.49,14.51
3456,2019,25.46,14.93
3456,2020,0.18,15.14
3456,2021,,
3457,1995,12.21,3.95
3457,1996,12.81,4.23
3457,1997,12.81,4.39
3457,1998,13.22,4.42
3457,1999,12.72,4.53
3457,2000,13.55,4.54
3457,2001,11.87,4.73
3457,2002,13.87,4.86
3457,2003,12.49,4.94
3457,2004,10.11,4.89
3457,2005,12.17,5.13
3457,2006,13.27,5.29
3457,2007,16.08,5.47
3457,2008,13.32,5.62
3457,2009,15.06,5.77
3457,2010,17.06,5.98
3457,2011,25.85,4.82
3457,2012,21.08,5.01
3457,2013,18.56,5.32
3457,2014,19.64,5.74
3457,2015,19.77,6.68
3457,2016,19.59,7.24
3457,2017,18.89,7.47
3457,2018,22.87,7.97
3457,2019,22.45,8.46
3457,2020,6.99,8.59
3457,2021,,
3458,1995,11.58,4.01
3458,1996,11.11,4.09
3458,1997,11.16,4.13
3458,1998,10.68,3.91
3458,1999,11.26,3.99
3458,2000,11.04,4.02
3458,2001,11.42,4.1
3458,2002,8.61,4.18
3458,2003,8.23,4.23
3458,2004,6.7,4.28
3458,2005,10.14,4.28
3458,2006,8.31,4.35
3458,2007,9.75,4.35
3458,2008,9.3,4.37
3458,2009,13.05,4.68
3458,2010,12.94,5.25
3458,2011,23.66,4.37
3458,2012,16.63,4.54
3458,2013,12.26,4.94
3458,2014,14.22,5.69
3458,2015,19.38,7.01
3458,2016,16.25,7.76
3458,2017,13.67,8.06
3458,2018,17.37,8.31
3458,2019,17.65,8.51
3458,2020,0.82,8.82
3458,2021,,
3459,1995,16.11,5.26
3459,1996,15.05,5.28
3459,1997,14.75,5.31
3459,1998,14.08,4.94
3459,1999,13.21,4.93
3459,2000,13.84,4.76
3459,2001,14.37,4.93
3459,2002,12.17,4.68
3459,2003,11.44,4.96
3459,2004,11.35,4.98
3459,2005,13.85,4.99
3459,2006,14.25,4.95
3459,2007,15.62,4.98
3459,2008,16.02,5.02
3459,2009,16.62,5.08
3459,2010,19.01,5.17
3459,2011,31.1,4.67
3459,2012,20.77,4.9
3459,2013,20.77,5.29
3459,2014,21.94,5.73
3459,2015,23.1,7.78
3459,2016,23.59,7.24
3459,2017,23.96,7.72
3459,2018,23.59,8.16
3459,2019,23.99,8.4
3459,2020,5.93,8.8
3459,2021,,
3460,1995,24.32,6.69
3460,1996,22.43,7
3460,1997,26.67,7.14
3460,1998,22.94,6.6
3460,1999,27.17,6.84
3460,2000,22.27,7.08
3460,2001,23.44,7.17
3460,2002,23.1,7.33
3460,2003,22.37,7.32
3460,2004,17.94,7.48
3460,2005,24,7.48
3460,2006,25.65,7.52
3460,2007,25.91,7.83
3460,2008,27.41,7.66
3460,2009,26.58,7.91
3460,2010,30.43,8.17
3460,2011,44.27,6.63
3460,2012,27.17,6.93
3460,2013,28.38,7.26
3460,2014,29.71,8.33
3460,2015,30.99,9.77
3460,2016,30.21,11.06
3460,2017,27.51,11.68
3460,2018,28.42,12.42
3460,2019,29.48,12.92
3460,2020,0.08,13.34
3460,2021,,
3461,1995,23.36,7.73
3461,1996,25.02,7.75
3461,1997,24.23,7.82
3461,1998,20.29,6.57
3461,1999,20.57,6.48
3461,2000,22.12,6.22
3461,2001,23.84,6.45
3461,2002,20.29,6.45
3461,2003,18.94,6.3
3461,2004,15.18,6.24
3461,2005,23.21,6.13
3461,2006,19.75,6.15
3461,2007,24.87,6.16
3461,2008,21,6.18
3461,2009,24.87,6.09
3461,2010,23.03,6.19
3461,2011,38.17,4.56
3461,2012,22.48,4.68
3461,2013,25.66,4.93
3461,2014,24.91,5.4
3461,2015,25.78,6.59
3461,2016,28.07,7.33
3461,2017,26.79,7.53
3461,2018,21.84,7.82
3461,2019,26.9,8.03
3461,2020,0.27,8.09
3461,2021,,
3462,1995,21.6,3.92
3462,1996,19.86,4.02
3462,1997,21.92,3.98
3462,1998,18.64,3.93
3462,1999,17.55,4.21
3462,2000,21.81,4.08
3462,2001,20.17,4.1
3462,2002,17.48,4.01
3462,2003,19.48,3.89
3462,2004,16.92,3.87
3462,2005,21.07,3.84
3462,2006,21.87,3.68
3462,2007,22.1,3.67
3462,2008,21.06,3.58
3462,2009,23.54,3.58
3462,2010,23.93,3.7
3462,2011,37.74,2.33
3462,2012,28.18,2.38
3462,2013,27.13,2.69
3462,2014,28.82,3.16
3462,2015,34.08,4.57
3462,2016,28.11,4.24
3462,2017,31.71,4.35
3462,2018,29.93,4.5
3462,2019,26.72,4.6
3462,2020,7.87,4.81
3462,2021,,
4011,1995,33.89,13.61
4011,1996,35.7,14.16
4011,1997,33.58,14.73
4011,1998,32.04,14.89
4011,1999,31.84,12.3
4011,2000,31.21,12.32
4011,2001,32.21,12.56
4011,2002,31.42,12.89
4011,2003,31.35,13.12
4011,2004,26.69,13.21
4011,2005,28.52,13.23
4011,2006,29.7,13.12
4011,2007,29.88,13.12
4011,2008,33.16,13.03
4011,2009,32.68,13
4011,2010,35.53,12.84
4011,2011,36.1,11.76
4011,2012,45.25,12.27
4011,2013,37.54,12.81
4011,2014,39.63,13.61
4011,2015,38.7,15.06
4011,2016,41.37,16.54
4011,2017,38.14,17.46
4011,2018,36.96,18.18
4011,2019,35.94,18.52
4011,2020,39.81,18.98
4011,2021,,
4012,1995,28.67,14.69
4012,1996,26.81,15.09
4012,1997,28.83,15.14
4012,1998,27.05,15.39
4012,1999,25.09,10.35
4012,2000,23.5,10.17
4012,2001,24.82,10.22
4012,2002,26.95,10.63
4012,2003,25.96,10.73
4012,2004,25.77,10.66
4012,2005,28.74,10.49
4012,2006,30.34,10.54
4012,2007,31.02,10.58
4012,2008,30.98,10.62
4012,2009,32.73,10.6
4012,2010,36.6,10.63
4012,2011,42.54,9.16
4012,2012,47.5,9.81
4012,2013,38.77,10.81
4012,2014,37.41,12.42
4012,2015,40.69,15.89
4012,2016,37.32,16.31
4012,2017,33.23,16.87
4012,2018,38.19,17.96
4012,2019,35.87,18.54
4012,2020,29.1,19.32
4012,2021,,
5111,1995,33.06,16.43
5111,1996,33.09,16.81
5111,1997,31.66,16.98
5111,1998,31.95,17.1
5111,1999,33.28,17.44
5111,2000,32.19,17.51
5111,2001,31.69,17.64
5111,2002,30.87,17.79
5111,2003,31.17,17.99
5111,2004,30.69,17.84
5111,2005,29.19,17.86
5111,2006,32.5,17.94
5111,2007,32.24,18.02
5111,2008,34.18,18.08
5111,2009,35.56,18.19
5111,2010,36.34,18.19
5111,2011,38.28,16.33
5111,2012,40.94,16.6
5111,2013,51.43,17.02
5111,2014,42.13,17.74
5111,2015,42.75,18.73
5111,2016,42.99,19.15
5111,2017,42.64,19.73
5111,2018,43.22,20.21
5111,2019,42.88,20.72
5111,2020,46.04,20.69
5111,2021,,
5112,1995,21.06,17.4
5112,1996,22.97,17.64
5112,1997,22.47,17.8
5112,1998,21.32,17.54
5112,1999,22.76,17.3
5112,2000,22.91,16.81
5112,2001,24.9,16.63
5112,2002,21.14,16.56
5112,2003,22.56,16.47
5112,2004,22.4,16.44
5112,2005,24.19,16.45
5112,2006,24.42,16.5
5112,2007,24.35,16.54
5112,2008,25.95,16.58
5112,2009,28.34,16.7
5112,2010,31.12,16.8
5112,2011,32.81,15.02
5112,2012,37.69,15.36
5112,2013,44.5,16.05
5112,2014,35.93,16.29
5112,2015,38.56,17.83
5112,2016,38.59,19.89
5112,2017,37.24,20.2
5112,2018,36.35,20.82
5112,2019,36.48,21.39
5112,2020,41.13,21.86
5112,2021,,
5113,1995,32.97,10.52
5113,1996,33.2,10.93
5113,1997,33.75,11.27
5113,1998,32.07,11.29
5113,1999,31.97,11.38
5113,2000,32.09,11.25
5113,2001,32.65,11.43
5113,2002,31.62,11.52
5113,2003,30.5,11.58
5113,2004,31.13,11.7
5113,2005,31.23,11.78
5113,2006,32.27,11.85
5113,2007,31.21,11.96
5113,2008,34.09,12.05
5113,2009,35.13,11.87
5113,2010,36.87,12.05
5113,2011,39.12,10.03
5113,2012,40.91,10.43
5113,2013,51.11,11.21
5113,2014,41.02,12.05
5113,2015,44.03,13.73
5113,2016,44.39,14.71
5113,2017,40.04,15.32
5113,2018,45.39,15.96
5113,2019,42.85,16.33
5113,2020,42.32,16.87
5113,2021,,
5114,1995,29.12,15.7
5114,1996,27.93,15.77
5114,1997,27.72,15.56
5114,1998,29.43,15.06
5114,1999,29.43,14.77
5114,2000,28.4,14.15
5114,2001,28.48,13.9
5114,2002,27.16,13.65
5114,2003,28.49,13.4
5114,2004,25.98,13.27
5114,2005,25.9,13.08
5114,2006,27.46,12.89
5114,2007,27.62,12.82
5114,2008,27.89,12.77
5114,2009,31.45,12.8
5114,2010,32.27,12.92
5114,2011,33.8,10.8
5114,2012,34.97,11.2
5114,2013,44.12,11.8
5114,2014,36.95,12.44
5114,2015,38.38,13.65
5114,2016,38.96,14.99
5114,2017,39.05,15.55
5114,2018,35.67,16.31
5114,2019,40.18,16.94
5114,2020,38.17,17.54
5114,2021,,
5116,1995,26.84,10.67
5116,1996,27.03,10.93
5116,1997,27.5,11
5116,1998,25.96,10.99
5116,1999,26.93,11
5116,2000,26.96,10.87
5116,2001,26.6,10.88
5116,2002,25.13,10.83
5116,2003,27.01,10.8
5116,2004,26.15,10.71
5116,2005,26.06,10.76
5116,2006,27.12,10.73
5116,2007,27.45,10.66
5116,2008,28.91,10.64
5116,2009,30.33,10.82
5116,2010,31.52,10.8
5116,2011,33.59,9.97
5116,2012,36.87,10.35
5116,2013,45.49,10.92
5116,2014,38.21,11.74
5116,2015,38.73,13.1
5116,2016,39.35,14.2
5116,2017,41.08,15.29
5116,2018,42.9,15.96
5116,2019,40.47,16.59
5116,2020,44.25,17.09
5116,2021,,
5117,1995,34.31,9.25
5117,1996,36.8,9.34
5117,1997,33.99,9.47
5117,1998,34.57,9.46
5117,1999,37.24,9.49
5117,2000,38.54,9.4
5117,2001,38.4,9.5
5117,2002,35.34,9.55
5117,2003,31.78,9.63
5117,2004,32.65,9.75
5117,2005,34.91,9.84
5117,2006,34.61,9.94
5117,2007,32.67,10.06
5117,2008,37.6,10.08
5117,2009,34.93,10.18
5117,2010,43.06,10.35
5117,2011,42.68,10.67
5117,2012,44.9,11.01
5117,2013,54.77,11.39
5117,2014,49.29,12.02
5117,2015,47.79,13.45
5117,2016,45.56,14.5
5117,2017,47.84,15.08
5117,2018,47.39,15.32
5117,2019,44.93,15.75
5117,2020,45.02,16.12
5117,2021,,
5119,1995,25.64,12.09
5119,1996,23.94,12.44
5119,1997,25.82,12.63
5119,1998,24.98,12.52
5119,1999,24.61,12.59
5119,2000,24.91,12.49
5119,2001,25.01,12.4
5119,2002,22.2,12.39
5119,2003,21.93,12.55
5119,2004,22.29,12.63
5119,2005,23.85,12.7
5119,2006,23.52,12.85
5119,2007,25.31,12.97
5119,2008,27.1,13
5119,2009,28.55,12.99
5119,2010,31.09,13.07
5119,2011,34,11.07
5119,2012,36.69,11.33
5119,2013,44.56,11.46
5119,2014,40.48,11.97
5119,2015,39.49,13.08
5119,2016,41.29,13.97
5119,2017,41.94,14.57
5119,2018,42.65,14.96
5119,2019,41.82,15.45
5119,2020,42.08,15.83
5119,2021,,
5120,1995,22.68,16.42
5120,1996,23.57,16.48
5120,1997,21.19,16.44
5120,1998,21.3,16.28
5120,1999,24.72,16.59
5120,2000,26.53,15.98
5120,2001,25.41,15.53
5120,2002,25.29,15.25
5120,2003,22.85,14.99
5120,2004,22.25,14.71
5120,2005,20.66,14.54
5120,2006,25.8,14.39
5120,2007,26.26,14.16
5120,2008,25.24,14.07
5120,2009,29.66,13.86
5120,2010,32.42,13.89
5120,2011,31.56,13.65
5120,2012,33.16,13.82
5120,2013,44.2,14.08
5120,2014,35.29,14.57
5120,2015,38.25,15.66
5120,2016,38.33,16.94
5120,2017,39.4,17.47
5120,2018,40.66,17.95
5120,2019,36.64,18.57
5120,2020,42.86,19.15
5120,2021,,
5122,1995,24.4,14.74
5122,1996,23.74,14.79
5122,1997,24.95,14.65
5122,1998,22.66,14.7
5122,1999,25.83,14.83
5122,2000,27.4,14.36
5122,2001,24.91,14.18
5122,2002,24.35,13.99
5122,2003,23.06,13.8
5122,2004,24.32,13.64
5122,2005,24.59,13.5
5122,2006,28.2,13.29
5122,2007,28.53,13.16
5122,2008,30.25,12.86
5122,2009,34.2,12.76
5122,2010,32.5,12.65
5122,2011,35.55,12.39
5122,2012,38,12.75
5122,2013,48.54,13.11
5122,2014,40.58,13.79
5122,2015,39.63,15.09
5122,2016,41.16,15.73
5122,2017,42.61,16.22
5122,2018,41.61,16.74
5122,2019,43.64,16.85
5122,2020,43.91,17.13
5122,2021,,
5124,1995,30.11,15.92
5124,1996,29.73,16.29
5124,1997,28.23,16.34
5124,1998,26.62,16.09
5124,1999,29.69,16.04
5124,2000,28.17,15.67
5124,2001,28.58,15.53
5124,2002,25.27,15.5
5124,2003,26.66,15.56
5124,2004,25.46,15.65
5124,2005,26.48,15.62
5124,2006,27.04,15.51
5124,2007,28.89,15.41
5124,2008,32.03,15.22
5124,2009,33.08,15.24
5124,2010,35.13,15.34
5124,2011,36.48,13.41
5124,2012,37.77,13.76
5124,2013,46.71,14.26
5124,2014,37.8,15.18
5124,2015,38.92,16.65
5124,2016,41.31,17.98
5124,2017,38.54,18.8
5124,2018,40.2,19.54
5124,2019,39.16,20.24
5124,2020,40.78,20.81
5124,2021,,
5154,1995,21.95,8.45
5154,1996,19.46,8.45
5154,1997,19.9,8.21
5154,1998,19.16,7.98
5154,1999,19.37,7.83
5154,2000,19.59,7.42
5154,2001,20.29,7.53
5154,2002,19.11,7.72
5154,2003,17.6,7.89
5154,2004,18.14,8.01
5154,2005,17.7,8.24
5154,2006,20.27,8.44
5154,2007,21.96,8.79
5154,2008,21.43,9.12
5154,2009,22.82,9.36
5154,2010,25.13,9.81
5154,2011,27.52,9.25
5154,2012,28.57,9.96
5154,2013,39.72,10.51
5154,2014,29.87,11.46
5154,2015,30.44,13.28
5154,2016,29.91,13.62
5154,2017,30.06,14.36
5154,2018,31.31,14.65
5154,2019,31.93,15.31
5154,2020,33.01,15.75
5154,2021,,
5158,1995,29.07,11.78
5158,1996,28.17,11.9
5158,1997,27.87,11.89
5158,1998,27.38,11.89
5158,1999,27.37,11.79
5158,2000,28.39,11.56
5158,2001,27.79,11.46
5158,2002,26.15,11.36
5158,2003,25.17,11.26
5158,2004,27.11,11.15
5158,2005,25.98,11.02
5158,2006,27.09,10.9
5158,2007,26.48,10.89
5158,2008,27.89,10.69
5158,2009,30.44,10.53
5158,2010,32.3,10.61
5158,2011,34.56,8.9
5158,2012,35.16,9.11
5158,2013,43.38,9.37
5158,2014,37.98,9.77
5158,2015,38.99,10.99
5158,2016,40.11,11.42
5158,2017,38.9,11.88
5158,2018,40.37,12.28
5158,2019,40.78,12.57
5158,2020,42.17,12.79
5158,2021,,
5162,1995,30.48,11.39
5162,1996,29.98,11.54
5162,1997,31.49,11.45
5162,1998,29.72,11.36
